client_id,sess_id,timeoff
547.00,0.00,260.00
551.00,0.00,2038.00
555.00,0.00,805.00
562.00,0.00,1867.00
562.00,1.00,1177.00
565.00,0.00,370.00
569.00,0.00,358.00
569.00,1.00,5889.00
570.00,0.00,3012.00
576.00,0.00,1722.00
579.00,0.00,2253.00
579.00,1.00,181.00
583.00,0.00,2935.00
588.00,0.00,477.00
588.00,1.00,1743.00
588.00,2.00,325.00
588.00,3.00,1406.00
591.00,0.00,547.00
591.00,1.00,7306.00
593.00,0.00,186.00
597.00,0.00,1158.00
598.00,0.00,2222.00
598.00,1.00,307.00
606.00,0.00,2791.00
606.00,1.00,1400.00
608.00,0.00,273.00
610.00,0.00,1465.00
612.00,0.00,1893.00
612.00,1.00,284.00
614.00,0.00,736.00
614.00,1.00,8196.00
615.00,0.00,276.00
619.00,0.00,2250.00
623.00,0.00,5189.00
632.00,0.00,351.00
632.00,1.00,728.00
634.00,0.00,737.00
635.00,0.00,193.00
637.00,0.00,508.00
637.00,1.00,1023.00
641.00,0.00,208.00
642.00,0.00,551.00
642.00,1.00,4374.00
643.00,0.00,384.00
644.00,0.00,225.00
644.00,1.00,444.00
651.00,0.00,5617.00
653.00,0.00,225.00
655.00,0.00,2777.00
655.00,1.00,24800.00
656.00,0.00,251.00
658.00,0.00,6672.00
658.00,1.00,454.00
658.00,2.00,6134.00
658.00,3.00,796.00
659.00,0.00,1577.00
659.00,1.00,5853.00
670.00,0.00,2116.00
674.00,0.00,858.00
677.00,0.00,1673.00
677.00,1.00,2745.00
687.00,0.00,665.00
689.00,0.00,242.00
690.00,0.00,2342.00
690.00,1.00,1371.00
690.00,2.00,1582.00
694.00,0.00,1287.00
699.00,0.00,1384.00
700.00,0.00,190.00
700.00,1.00,1587.00
705.00,0.00,1232.00
705.00,1.00,430.00
707.00,0.00,1786.00
709.00,0.00,1462.00
709.00,1.00,282.00
718.00,0.00,2948.00
718.00,1.00,282.00
725.00,0.00,3079.00
725.00,1.00,4358.00
725.00,2.00,3153.00
726.00,0.00,1185.00
726.00,1.00,1169.00
726.00,2.00,1698.00
726.00,3.00,5916.00
726.00,4.00,776.00
726.00,5.00,1693.00
727.00,0.00,2256.00
728.00,0.00,751.00
730.00,0.00,6893.00
733.00,0.00,1565.00
733.00,1.00,1464.00
733.00,2.00,559.00
739.00,0.00,220.00
739.00,1.00,344.00
742.00,0.00,1883.00
744.00,0.00,1036.00
745.00,0.00,504.00
745.00,1.00,1551.00
745.00,2.00,183.00
758.00,0.00,385.00
759.00,0.00,785.00
765.00,0.00,3613.00
766.00,0.00,4932.00
768.00,0.00,1002.00
779.00,0.00,445.00
782.00,0.00,4871.00
788.00,0.00,376.00
789.00,0.00,3358.00
789.00,1.00,863.00
791.00,0.00,245.00
792.00,0.00,1202.00
792.00,1.00,3820.00
793.00,0.00,1156.00
795.00,0.00,544.00
795.00,1.00,486.00
795.00,2.00,3206.00
795.00,3.00,182.00
795.00,4.00,484.00
795.00,5.00,268.00
795.00,6.00,750.00
799.00,0.00,11630.00
799.00,1.00,922.00
802.00,0.00,548.00
803.00,0.00,1945.00
803.00,1.00,3583.00
804.00,0.00,745.00
804.00,1.00,3233.00
807.00,0.00,1020.00
807.00,1.00,304.00
821.00,0.00,1122.00
821.00,1.00,3441.00
822.00,0.00,273.00
822.00,1.00,485.00
823.00,0.00,923.00
828.00,0.00,222.00
831.00,0.00,2271.00
832.00,0.00,354.00
833.00,0.00,505.00
836.00,0.00,201.00
837.00,0.00,409.00
837.00,1.00,4688.00
846.00,0.00,706.00
851.00,0.00,755.00
854.00,0.00,523.00
855.00,0.00,185.00
859.00,0.00,722.00
860.00,0.00,449.00
860.00,1.00,473.00
864.00,0.00,7418.00
864.00,1.00,183.00
867.00,0.00,5592.00
867.00,1.00,397.00
867.00,2.00,4483.00
867.00,3.00,676.00
870.00,0.00,1026.00
870.00,1.00,541.00
870.00,2.00,579.00
872.00,0.00,423.00
872.00,1.00,2108.00
872.00,2.00,1682.00
872.00,3.00,512.00
874.00,0.00,182.00
891.00,0.00,211.00
891.00,1.00,1080.00
891.00,2.00,363.00
891.00,3.00,1781.00
891.00,4.00,338.00
891.00,5.00,821.00
891.00,6.00,330.00
891.00,7.00,1969.00
892.00,0.00,734.00
892.00,1.00,556.00
892.00,2.00,5613.00
896.00,0.00,396.00
896.00,1.00,2618.00
896.00,2.00,2233.00
901.00,0.00,5455.00
903.00,0.00,304.00
903.00,1.00,502.00
903.00,2.00,305.00
910.00,0.00,381.00
911.00,0.00,15600.00
915.00,0.00,365.00
916.00,0.00,488.00
916.00,1.00,357.00
921.00,0.00,241.00
924.00,0.00,321.00
925.00,0.00,637.00
926.00,0.00,303.00
926.00,1.00,1602.00
926.00,2.00,294.00
926.00,3.00,2436.00
926.00,4.00,2416.00
927.00,0.00,1573.00
927.00,1.00,300.00
927.00,2.00,273.00
927.00,3.00,229.00
931.00,0.00,418.00
932.00,0.00,669.00
945.00,0.00,4163.00
945.00,1.00,3055.00
946.00,0.00,339.00
949.00,0.00,3945.00
949.00,1.00,1050.00
956.00,0.00,1865.00
956.00,1.00,2159.00
962.00,0.00,1913.00
965.00,0.00,212.00
966.00,0.00,825.00
966.00,1.00,5838.00
966.00,2.00,18816.00
967.00,0.00,258.00
976.00,0.00,438.00
981.00,0.00,2983.00
981.00,1.00,865.00
982.00,0.00,4472.00
984.00,0.00,910.00
985.00,0.00,2934.00
991.00,0.00,711.00
992.00,0.00,321.00
992.00,1.00,5891.00
994.00,0.00,488.00
1001.00,0.00,2221.00
1001.00,1.00,327.00
1002.00,0.00,458.00
1003.00,0.00,28878.00
1013.00,0.00,185.00
1016.00,0.00,1596.00
1016.00,1.00,424.00
1020.00,0.00,189.00
1020.00,1.00,2358.00
1021.00,0.00,1546.00
1021.00,1.00,5464.00
1023.00,0.00,1712.00
1026.00,0.00,430.00
1026.00,1.00,1059.00
1031.00,0.00,271.00
1032.00,0.00,190.00
1041.00,0.00,566.00
1041.00,1.00,193.00
1045.00,0.00,1400.00
1045.00,1.00,474.00
1045.00,2.00,203.00
1045.00,3.00,291.00
1045.00,4.00,615.00
1045.00,5.00,14376.00
1046.00,0.00,240.00
1053.00,0.00,437.00
1053.00,1.00,295.00
1065.00,0.00,1212.00
1067.00,0.00,1893.00
1069.00,0.00,4419.00
1077.00,0.00,343.00
1077.00,1.00,402.00
1077.00,2.00,13283.00
1077.00,3.00,866.00
1077.00,4.00,237.00
1077.00,5.00,1760.00
1080.00,0.00,2647.00
1080.00,1.00,878.00
1080.00,2.00,501.00
1080.00,3.00,878.00
1080.00,4.00,8879.00
1081.00,0.00,402.00
1084.00,0.00,2312.00
1084.00,1.00,251.00
1084.00,2.00,229.00
1084.00,3.00,234.00
1084.00,4.00,1329.00
1084.00,5.00,509.00
1084.00,6.00,4532.00
1084.00,7.00,2520.00
1088.00,0.00,1672.00
1090.00,0.00,224.00
1092.00,0.00,259.00
1092.00,1.00,18589.00
1092.00,2.00,214.00
1092.00,3.00,1529.00
1092.00,4.00,2327.00
1093.00,0.00,3347.00
1093.00,1.00,465.00
1093.00,2.00,212.00
1093.00,3.00,192.00
1096.00,0.00,280.00
1096.00,1.00,666.00
1101.00,0.00,2090.00
1103.00,0.00,1484.00
1103.00,1.00,1533.00
1104.00,0.00,5246.00
1105.00,0.00,289.00
1110.00,0.00,5493.00
1110.00,1.00,1514.00
1116.00,0.00,1126.00
1118.00,0.00,253.00
1122.00,0.00,942.00
1122.00,1.00,1725.00
1124.00,0.00,185.00
1127.00,0.00,307.00
1129.00,0.00,6562.00
1129.00,1.00,256.00
1129.00,2.00,1322.00
1135.00,0.00,587.00
1135.00,1.00,1827.00
1137.00,0.00,960.00
1142.00,0.00,1468.00
1143.00,0.00,300.00
1144.00,0.00,1192.00
1152.00,0.00,1005.00
1155.00,0.00,632.00
1155.00,1.00,1131.00
1155.00,2.00,181.00
1155.00,3.00,826.00
1161.00,0.00,266.00
1162.00,0.00,1812.00
1164.00,0.00,190.00
1164.00,1.00,1400.00
1170.00,0.00,950.00
1172.00,0.00,2790.00
1174.00,0.00,510.00
1175.00,0.00,1960.00
1175.00,1.00,453.00
1177.00,0.00,269.00
1177.00,1.00,222.00
1177.00,2.00,692.00
1179.00,0.00,1120.00
1179.00,1.00,1325.00
1179.00,2.00,5692.00
1180.00,0.00,2591.00
1184.00,0.00,467.00
1187.00,0.00,17786.00
1191.00,0.00,1437.00
1191.00,1.00,203.00
1191.00,2.00,1399.00
1191.00,3.00,454.00
1191.00,4.00,1550.00
1191.00,5.00,214.00
1191.00,6.00,183.00
1191.00,7.00,237.00
1193.00,0.00,3123.00
1198.00,0.00,2033.00
1198.00,1.00,51071.00
1204.00,0.00,2515.00
1204.00,1.00,2092.00
1207.00,0.00,254.00
1209.00,0.00,495.00
1209.00,1.00,277.00
1209.00,2.00,211.00
1209.00,3.00,188.00
1209.00,4.00,339.00
1209.00,5.00,890.00
1209.00,6.00,1090.00
1210.00,0.00,205.00
1213.00,0.00,406.00
1215.00,0.00,2737.00
1215.00,1.00,232.00
1216.00,0.00,229.00
1218.00,0.00,284.00
1218.00,1.00,3201.00
1219.00,0.00,420.00
1220.00,0.00,2267.00
1221.00,0.00,347.00
1221.00,1.00,341.00
1222.00,0.00,497.00
1222.00,1.00,1352.00
1222.00,2.00,326.00
1223.00,0.00,376.00
1225.00,0.00,1340.00
1228.00,0.00,409.00
1232.00,0.00,1546.00
1236.00,0.00,2737.00
1237.00,0.00,355.00
1237.00,1.00,1797.00
1242.00,0.00,2251.00
1242.00,1.00,673.00
1242.00,2.00,292.00
1242.00,3.00,1035.00
1242.00,4.00,3640.00
1242.00,5.00,401.00
1243.00,0.00,5281.00
1243.00,1.00,180.00
1243.00,2.00,676.00
1243.00,3.00,323.00
1243.00,4.00,262.00
1245.00,0.00,359.00
1245.00,1.00,785.00
1249.00,0.00,323.00
1249.00,1.00,3750.00
1250.00,0.00,310.00
1252.00,0.00,341.00
1253.00,0.00,1069.00
1253.00,1.00,473.00
1254.00,0.00,437.00
1255.00,0.00,649.00
1259.00,0.00,705.00
1259.00,1.00,393.00
1259.00,2.00,2141.00
1261.00,0.00,728.00
1263.00,0.00,183.00
1263.00,1.00,737.00
1263.00,2.00,844.00
1264.00,0.00,856.00
1268.00,0.00,2367.00
1270.00,0.00,1221.00
1270.00,1.00,265.00
1274.00,0.00,1817.00
1275.00,0.00,3155.00
1275.00,1.00,2950.00
1275.00,2.00,193.00
1275.00,3.00,480.00
1278.00,0.00,704.00
1278.00,1.00,505.00
1279.00,0.00,212.00
1285.00,0.00,201.00
1285.00,1.00,519.00
1286.00,0.00,248.00
1288.00,0.00,3477.00
1288.00,1.00,3176.00
1288.00,2.00,6246.00
1288.00,3.00,831.00
1289.00,0.00,1541.00
1289.00,1.00,1468.00
1290.00,0.00,199.00
1294.00,0.00,262.00
1305.00,0.00,202.00
1305.00,1.00,4573.00
1305.00,2.00,2866.00
1305.00,3.00,299.00
1305.00,4.00,10556.00
1306.00,0.00,414.00
1306.00,1.00,187.00
1306.00,2.00,357.00
1309.00,0.00,694.00
1313.00,0.00,455.00
1313.00,1.00,746.00
1315.00,0.00,675.00
1315.00,1.00,293.00
1317.00,0.00,1897.00
1319.00,0.00,452.00
1321.00,0.00,2987.00
1322.00,0.00,2019.00
1324.00,0.00,475.00
1330.00,0.00,2215.00
1330.00,1.00,632.00
1330.00,2.00,2549.00
1332.00,0.00,180.00
1337.00,0.00,1383.00
1339.00,0.00,678.00
1339.00,1.00,548.00
1342.00,0.00,436.00
1345.00,0.00,500.00
1355.00,0.00,4330.00
1355.00,1.00,232.00
1358.00,0.00,187.00
1358.00,1.00,4011.00
1358.00,2.00,182.00
1358.00,3.00,206.00
1358.00,4.00,1531.00
1363.00,0.00,2807.00
1373.00,0.00,375.00
1384.00,0.00,1227.00
1386.00,0.00,254.00
1386.00,1.00,1867.00
1386.00,2.00,727.00
1392.00,0.00,10308.00
1396.00,0.00,592.00
1398.00,0.00,181.00
1398.00,1.00,611.00
1398.00,2.00,1235.00
1399.00,0.00,2989.00
1404.00,0.00,264.00
1405.00,0.00,248.00
1407.00,0.00,4239.00
1419.00,0.00,1223.00
1420.00,0.00,232.00
1422.00,0.00,458.00
1422.00,1.00,206.00
1422.00,2.00,2576.00
1422.00,3.00,332.00
1423.00,0.00,794.00
1430.00,0.00,276.00
1433.00,0.00,1229.00
1433.00,1.00,485.00
1435.00,0.00,244.00
1436.00,0.00,726.00
1438.00,0.00,953.00
1441.00,0.00,1795.00
1443.00,0.00,406.00
1444.00,0.00,1981.00
1446.00,0.00,198.00
1449.00,0.00,761.00
1449.00,1.00,435.00
1449.00,2.00,3607.00
1452.00,0.00,354.00
1453.00,0.00,820.00
1460.00,0.00,694.00
1462.00,0.00,309.00
1465.00,0.00,942.00
1471.00,0.00,379.00
1476.00,0.00,239.00
1477.00,0.00,186.00
1478.00,0.00,8771.00
1478.00,1.00,1064.00
1478.00,2.00,197.00
1478.00,3.00,406.00
1483.00,0.00,540.00
1483.00,1.00,258.00
1484.00,0.00,825.00
1486.00,0.00,1529.00
1501.00,0.00,188.00
1506.00,0.00,7015.00
1507.00,0.00,1154.00
1509.00,0.00,2815.00
1510.00,0.00,833.00
1512.00,0.00,1187.00
1513.00,0.00,1347.00
1513.00,1.00,191.00
1515.00,0.00,690.00
1521.00,0.00,1309.00
1522.00,0.00,1383.00
1523.00,0.00,381.00
1523.00,1.00,3754.00
1525.00,0.00,1590.00
1527.00,0.00,967.00
1531.00,0.00,276.00
1532.00,0.00,2283.00
1532.00,1.00,517.00
1532.00,2.00,180.00
1533.00,0.00,946.00
1539.00,0.00,1063.00
1539.00,1.00,886.00
1541.00,0.00,1672.00
1541.00,1.00,323.00
1541.00,2.00,1031.00
1541.00,3.00,4618.00
1543.00,0.00,289.00
1544.00,0.00,5804.00
1546.00,0.00,894.00
1549.00,0.00,264.00
1551.00,0.00,6504.00
1559.00,0.00,400.00
1561.00,0.00,1772.00
1564.00,0.00,1182.00
1571.00,0.00,1774.00
1573.00,0.00,233.00
1573.00,1.00,1013.00
1573.00,2.00,4144.00
1574.00,0.00,975.00
1574.00,1.00,895.00
1576.00,0.00,194.00
1578.00,0.00,416.00
1581.00,0.00,971.00
1582.00,0.00,503.00
1584.00,0.00,498.00
1584.00,1.00,186.00
1584.00,2.00,1606.00
1584.00,3.00,324.00
1588.00,0.00,698.00
1589.00,0.00,438.00
1591.00,0.00,3152.00
1592.00,0.00,874.00
1593.00,0.00,210.00
1593.00,1.00,1068.00
1593.00,2.00,310.00
1598.00,0.00,2389.00
1598.00,1.00,669.00
1600.00,0.00,4034.00
1603.00,0.00,239.00
1604.00,0.00,1250.00
1604.00,1.00,673.00
1604.00,2.00,185.00
1604.00,3.00,8964.00
1604.00,4.00,449.00
1604.00,5.00,194.00
1604.00,6.00,895.00
1606.00,0.00,244.00
1606.00,1.00,918.00
1613.00,0.00,504.00
1615.00,0.00,373.00
1618.00,0.00,362.00
1618.00,1.00,1866.00
1618.00,2.00,1012.00
1618.00,3.00,801.00
1618.00,4.00,294.00
1618.00,5.00,691.00
1627.00,0.00,499.00
1627.00,1.00,1063.00
1629.00,0.00,2995.00
1633.00,0.00,1472.00
1633.00,1.00,3238.00
1636.00,0.00,1074.00
1637.00,0.00,696.00
1649.00,0.00,751.00
1649.00,1.00,688.00
1649.00,2.00,292.00
1649.00,3.00,1757.00
1649.00,4.00,316.00
1649.00,5.00,352.00
1649.00,6.00,200.00
1650.00,0.00,274.00
1650.00,1.00,1710.00
1654.00,0.00,1871.00
1654.00,1.00,632.00
1654.00,2.00,183.00
1655.00,0.00,201.00
1655.00,1.00,778.00
1655.00,2.00,333.00
1655.00,3.00,209.00
1655.00,4.00,2219.00
1655.00,5.00,388.00
1655.00,6.00,883.00
1659.00,0.00,401.00
1659.00,1.00,1071.00
1659.00,2.00,454.00
1670.00,0.00,1338.00
1670.00,1.00,1245.00
1672.00,0.00,333.00
1672.00,1.00,3160.00
1672.00,2.00,1165.00
1672.00,3.00,180.00
1675.00,0.00,408.00
1677.00,0.00,299.00
1677.00,1.00,454.00
1677.00,2.00,183.00
1677.00,3.00,1437.00
1677.00,4.00,1732.00
1681.00,0.00,256.00
1685.00,0.00,1259.00
1686.00,0.00,578.00
1688.00,0.00,259.00
1688.00,1.00,2858.00
1689.00,0.00,573.00
1689.00,1.00,189.00
1689.00,2.00,758.00
1689.00,3.00,457.00
1691.00,0.00,385.00
1691.00,1.00,215.00
1694.00,0.00,3264.00
1702.00,0.00,1083.00
1704.00,0.00,1380.00
1708.00,0.00,1137.00
1708.00,1.00,532.00
1708.00,2.00,1500.00
1711.00,0.00,1086.00
1715.00,0.00,973.00
1717.00,0.00,1089.00
1717.00,1.00,375.00
1720.00,0.00,1018.00
1720.00,1.00,1811.00
1731.00,0.00,1876.00
1734.00,0.00,1913.00
1739.00,0.00,846.00
1743.00,0.00,3172.00
1743.00,1.00,1148.00
1745.00,0.00,588.00
1745.00,1.00,1077.00
1748.00,0.00,314.00
1748.00,1.00,766.00
1749.00,0.00,1068.00
1754.00,0.00,344.00
1755.00,0.00,2136.00
1764.00,0.00,745.00
1771.00,0.00,2717.00
1771.00,1.00,2013.00
1774.00,0.00,233.00
1778.00,0.00,2234.00
1778.00,1.00,453.00
1778.00,2.00,412.00
1785.00,0.00,587.00
1788.00,0.00,695.00
1788.00,1.00,1288.00
1792.00,0.00,584.00
1797.00,0.00,756.00
1797.00,1.00,818.00
1797.00,2.00,257.00
1797.00,3.00,696.00
1800.00,0.00,1463.00
1800.00,1.00,361.00
1800.00,2.00,559.00
1802.00,0.00,569.00
1803.00,0.00,405.00
1806.00,0.00,181.00
1806.00,1.00,352.00
1814.00,0.00,539.00
1814.00,1.00,450.00
1816.00,0.00,370.00
1818.00,0.00,1143.00
1820.00,0.00,181.00
1820.00,1.00,792.00
1822.00,0.00,1197.00
1824.00,0.00,632.00
1824.00,1.00,1301.00
1832.00,0.00,461.00
1836.00,0.00,352.00
1838.00,0.00,1443.00
1838.00,1.00,283.00
1838.00,2.00,283.00
1839.00,0.00,415.00
1839.00,1.00,230.00
1839.00,2.00,514.00
1842.00,0.00,1098.00
1844.00,0.00,1549.00
1844.00,1.00,1081.00
1848.00,0.00,257.00
1849.00,0.00,367.00
1849.00,1.00,2395.00
1850.00,0.00,310.00
1851.00,0.00,774.00
1851.00,1.00,1403.00
1858.00,0.00,204.00
1860.00,0.00,3139.00
1862.00,0.00,244.00
1862.00,1.00,1828.00
1863.00,0.00,2537.00
1865.00,0.00,1804.00
1865.00,1.00,296.00
1865.00,2.00,415.00
1865.00,3.00,301.00
1866.00,0.00,1094.00
1866.00,1.00,186.00
1877.00,0.00,1065.00
1881.00,0.00,1159.00
1884.00,0.00,780.00
1884.00,1.00,186.00
1895.00,0.00,188.00
1896.00,0.00,272.00
1896.00,1.00,380.00
1896.00,2.00,871.00
1896.00,3.00,2513.00
1899.00,0.00,356.00
1904.00,0.00,660.00
1905.00,0.00,1186.00
1905.00,1.00,668.00
1910.00,0.00,668.00
1910.00,1.00,356.00
1910.00,2.00,238.00
1911.00,0.00,223.00
1913.00,0.00,429.00
1913.00,1.00,1593.00
1917.00,0.00,215.00
1921.00,0.00,1056.00
1921.00,1.00,2008.00
1921.00,2.00,204.00
1927.00,0.00,263.00
1927.00,1.00,1366.00
1927.00,2.00,1058.00
1928.00,0.00,270.00
1928.00,1.00,1048.00
1928.00,2.00,240.00
1928.00,3.00,1166.00
1928.00,4.00,285.00
1928.00,5.00,243.00
1929.00,0.00,481.00
1929.00,1.00,719.00
1929.00,2.00,279.00
1929.00,3.00,747.00
1930.00,0.00,636.00
1930.00,1.00,1215.00
1934.00,0.00,982.00
1940.00,0.00,1731.00
1940.00,1.00,1296.00
1943.00,0.00,254.00
1945.00,0.00,550.00
1946.00,0.00,938.00
1946.00,1.00,1630.00
1946.00,2.00,197.00
1954.00,0.00,392.00
1958.00,0.00,226.00
1959.00,0.00,1336.00
1960.00,0.00,1590.00
1964.00,0.00,240.00
1965.00,0.00,185.00
1967.00,0.00,675.00
1972.00,0.00,199.00
1980.00,0.00,1704.00
1980.00,1.00,219.00
1992.00,0.00,1936.00
1993.00,0.00,1461.00
1993.00,1.00,311.00
1995.00,0.00,954.00
1996.00,0.00,338.00
1996.00,1.00,361.00
1996.00,2.00,1704.00
1996.00,3.00,1207.00
1996.00,4.00,537.00
1996.00,5.00,765.00
1996.00,6.00,355.00
1996.00,7.00,180.00
1996.00,8.00,298.00
1997.00,0.00,325.00
1999.00,0.00,297.00
2001.00,0.00,287.00
2002.00,0.00,786.00
2003.00,0.00,380.00
2003.00,1.00,558.00
2004.00,0.00,1394.00
2004.00,1.00,181.00
2005.00,0.00,647.00
2007.00,0.00,1513.00
2017.00,0.00,250.00
2017.00,1.00,1913.00
2021.00,0.00,189.00
2024.00,0.00,557.00
2029.00,0.00,205.00
2032.00,0.00,436.00
2033.00,0.00,2071.00
2034.00,0.00,3312.00
2037.00,0.00,1063.00
2038.00,0.00,194.00
2038.00,1.00,196.00
2047.00,0.00,1769.00
2052.00,0.00,184.00
2055.00,0.00,551.00
2059.00,0.00,584.00
2060.00,0.00,274.00
2060.00,1.00,391.00
2064.00,0.00,1328.00
2064.00,1.00,1433.00
2067.00,0.00,972.00
2067.00,1.00,455.00
2067.00,2.00,423.00
2067.00,3.00,200.00
2070.00,0.00,1740.00
2070.00,1.00,880.00
2070.00,2.00,1245.00
2072.00,0.00,180.00
2072.00,1.00,885.00
2072.00,2.00,249.00
2072.00,3.00,2430.00
2074.00,0.00,222.00
2094.00,0.00,199.00
2098.00,0.00,305.00
2098.00,1.00,259.00
2098.00,2.00,572.00
2103.00,0.00,1206.00
2105.00,0.00,1308.00
2105.00,1.00,594.00
2105.00,2.00,2133.00
2112.00,0.00,632.00
2113.00,0.00,286.00
2124.00,0.00,184.00
2127.00,0.00,782.00
2128.00,0.00,359.00
2130.00,0.00,244.00
2130.00,1.00,1056.00
2130.00,2.00,3630.00
2130.00,3.00,1744.00
2130.00,4.00,857.00
2130.00,5.00,187.00
2131.00,0.00,929.00
2132.00,0.00,341.00
2132.00,1.00,1091.00
2134.00,0.00,259.00
2137.00,0.00,710.00
2148.00,0.00,673.00
2148.00,1.00,297.00
2149.00,0.00,2603.00
2152.00,0.00,3124.00
2152.00,1.00,249.00
2159.00,0.00,355.00
2159.00,1.00,853.00
2165.00,0.00,223.00
2168.00,0.00,2386.00
2169.00,0.00,366.00
2169.00,1.00,425.00
2169.00,2.00,183.00
2170.00,0.00,298.00
2180.00,0.00,381.00
2180.00,1.00,665.00
2180.00,2.00,785.00
2185.00,0.00,1525.00
2187.00,0.00,2335.00
2188.00,0.00,894.00
2195.00,0.00,182.00
2195.00,1.00,679.00
2195.00,2.00,2276.00
2197.00,0.00,342.00
2204.00,0.00,329.00
2204.00,1.00,1125.00
2205.00,0.00,227.00
2206.00,0.00,460.00
2210.00,0.00,236.00
2210.00,1.00,666.00
2210.00,2.00,1122.00
2210.00,3.00,351.00
2213.00,0.00,183.00
2213.00,1.00,287.00
2213.00,2.00,266.00
2219.00,0.00,1454.00
2219.00,1.00,2132.00
2224.00,0.00,1549.00
2224.00,1.00,2086.00
2226.00,0.00,352.00
2236.00,0.00,253.00
2236.00,1.00,331.00
2240.00,0.00,408.00
2243.00,0.00,292.00
2244.00,0.00,649.00
2244.00,1.00,1794.00
2244.00,2.00,311.00
2247.00,0.00,231.00
2247.00,1.00,3759.00
2247.00,2.00,919.00
2247.00,3.00,1035.00
2247.00,4.00,1507.00
2247.00,5.00,453.00
2247.00,6.00,206.00
2247.00,7.00,1501.00
2247.00,8.00,1619.00
2247.00,9.00,980.00
2250.00,0.00,1636.00
2250.00,1.00,758.00
2254.00,0.00,459.00
2254.00,1.00,1594.00
2267.00,0.00,308.00
2267.00,1.00,863.00
2267.00,2.00,385.00
2267.00,3.00,494.00
2277.00,0.00,1266.00
2277.00,1.00,909.00
2277.00,2.00,2566.00
2277.00,3.00,274.00
2277.00,4.00,613.00
2277.00,5.00,413.00
2280.00,0.00,826.00
2280.00,1.00,1714.00
2280.00,2.00,275.00
2280.00,3.00,446.00
2280.00,4.00,1244.00
2281.00,0.00,913.00
2285.00,0.00,452.00
2285.00,1.00,1109.00
2290.00,0.00,2647.00
2292.00,0.00,182.00
2294.00,0.00,497.00
2294.00,1.00,604.00
2294.00,2.00,1993.00
2294.00,3.00,360.00
2294.00,4.00,567.00
2294.00,5.00,348.00
2294.00,6.00,209.00
2294.00,7.00,226.00
2295.00,0.00,988.00
2298.00,0.00,854.00
2304.00,0.00,841.00
2304.00,1.00,951.00
2304.00,2.00,220.00
2304.00,3.00,361.00
2306.00,0.00,494.00
2307.00,0.00,291.00
2320.00,0.00,425.00
2320.00,1.00,1974.00
2321.00,0.00,404.00
2326.00,0.00,654.00
2326.00,1.00,550.00
2326.00,2.00,235.00
2326.00,3.00,217.00
2326.00,4.00,3124.00
2326.00,5.00,194.00
2329.00,0.00,433.00
2331.00,0.00,189.00
2331.00,1.00,1060.00
2331.00,2.00,398.00
2344.00,0.00,196.00
2344.00,1.00,1466.00
2344.00,2.00,2466.00
2349.00,0.00,512.00
2349.00,1.00,1637.00
2353.00,0.00,230.00
2355.00,0.00,310.00
2355.00,1.00,368.00
2356.00,0.00,2652.00
2356.00,1.00,196.00
2356.00,2.00,920.00
2361.00,0.00,1535.00
2362.00,0.00,183.00
2364.00,0.00,197.00
2364.00,1.00,1438.00
2370.00,0.00,365.00
2372.00,0.00,1794.00
2374.00,0.00,2293.00
2375.00,0.00,1394.00
2375.00,1.00,904.00
2377.00,0.00,3689.00
2377.00,1.00,991.00
2377.00,2.00,1236.00
2379.00,0.00,323.00
